,date,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,fighter_1,fighter_2,location,weight_class,winner,body_abs_1,body_abs_2,body_att_1,body_att_2,body_def_1,body_def_2,body_land_1,body_land_2,clinch_abs_1,clinch_abs_2,clinch_att_1,clinch_att_2,clinch_def_1,clinch_def_2,clinch_land_1,clinch_land_2,ground_abs_1,ground_abs_2,ground_att_1,ground_att_2,ground_def_1,ground_def_2,ground_land_1,ground_land_2,head_abs_1,head_abs_2,head_att_1,head_att_2,head_def_1,head_def_2,head_land_1,head_land_2,kd_1,kd_2,leg_abs_1,leg_abs_2,leg_att_1,leg_att_2,leg_def_1,leg_def_2,leg_land_1,leg_land_2,td_abs_1,td_abs_2,td_att_1,td_att_2,td_def_1,td_def_2,td_land_1,td_land_2
478,2020-11-14,Decision - Unanimous,3,5:00,Ashley Yoder,Miranda Granger,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Ashley Yoder,9,5,5,10,1,0,5,9,14,3,3,15,1,0,3,14,4,11,14,4,0,3,11,4,19,14,29,36,17,15,14,19,0,0,5,7,8,5,0,1,7,5,0,2,4,0,0,2,2,0
479,2020-11-14,KO/TKO,1,0:30,Abdul Razak Alhassan,Khaos Williams,"Las Vegas, Nevada, USA",Welterweight Bout,Khaos Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,7,5,0,0,2,0,1,3,2,2,3,0,0,2,3,0,0,0,0,0,0,0,0
480,2020-11-14,Decision - Split,5,5:00,Paul Felder,Rafael Dos Anjos,"Las Vegas, Nevada, USA",Lightweight Bout,Rafael Dos Anjos,35,20,29,45,10,9,20,35,26,21,28,29,3,7,21,26,5,1,1,8,3,0,1,5,53,64,147,113,60,83,64,53,0,0,4,14,14,4,0,0,14,4,6,1,2,22,16,1,1,6
481,2020-11-07,KO/TKO,3,2:03,Max Griffin,Ramiz Brahimaj,"Las Vegas, Nevada, USA",Welterweight Bout,Max Griffin,3,14,21,9,6,7,14,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40,50,135,112,72,85,50,40,0,0,2,10,11,2,0,1,10,2,0,0,1,0,0,1,0,0
482,2020-11-07,Submission,3,2:22,Darren Elkins,Eduardo Garagorri,"Las Vegas, Nevada, USA",Featherweight Bout,Darren Elkins,8,10,13,9,1,3,10,8,3,12,15,4,1,3,12,3,3,2,2,5,2,0,2,3,28,21,58,69,41,37,21,28,0,0,0,1,1,0,0,0,1,0,0,7,21,0,0,14,7,0
483,2020-11-07,Submission,1,4:48,Alexandr Romanov,Marcos Rogerio de Lima,"Las Vegas, Nevada, USA",Heavyweight Bout,Alexandr Romanov,5,1,2,5,0,1,1,5,5,3,4,6,1,1,3,5,1,3,3,1,0,0,3,1,7,3,3,17,10,0,3,7,0,0,6,2,2,7,1,0,2,6,0,2,5,0,0,3,2,0
484,2020-11-07,KO/TKO,3,1:26,Trevin Giles,Bevon Lewis,"Las Vegas, Nevada, USA",Middleweight Bout,Trevin Giles,6,2,3,9,3,1,2,6,5,3,5,6,1,2,3,5,0,1,1,0,0,0,1,0,15,34,54,59,44,20,34,15,2,0,5,2,2,7,2,0,2,5,0,1,2,6,6,1,1,0
485,2020-11-07,Decision - Unanimous,3,5:00,Claudia Gadelha,Yan Xiaonan,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Yan Xiaonan,15,6,11,21,6,5,6,15,14,1,3,18,4,2,1,14,2,5,5,3,1,0,5,2,54,29,84,143,89,55,29,54,0,0,5,1,1,6,1,0,1,5,0,2,10,0,0,8,2,0
486,2020-11-07,KO/TKO,1,3:51,Giga Chikadze,Jamey Simmons,"Las Vegas, Nevada, USA",Featherweight Bout,Giga Chikadze,0,2,3,0,0,1,2,0,1,0,0,1,0,0,0,1,0,4,6,0,0,2,4,0,2,6,13,4,2,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0
487,2020-11-07,Decision - Unanimous,3,5:00,Raoni Barcelos,Khalid Taha,"Las Vegas, Nevada, USA",Bantamweight Bout,Raoni Barcelos,5,17,22,10,5,5,17,5,0,7,7,6,6,0,7,0,0,5,5,3,3,0,5,0,40,85,166,186,146,81,85,40,0,0,4,18,19,6,2,1,18,4,0,2,4,1,1,2,2,0
488,2020-11-07,Decision - Unanimous,3,5:00,Andrei Arlovski,Tanner Boser,"Las Vegas, Nevada, USA",Heavyweight Bout,Andrei Arlovski,6,6,13,9,3,7,6,6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,16,16,53,58,42,37,16,16,0,0,46,12,16,52,6,4,12,46,0,0,0,0,0,0,0,0
489,2020-11-07,Submission,3,1:49,Thiago Santos,Glover Teixeira,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Glover Teixeira,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,44,29,40,58,14,11,29,44,46,38,58,63,17,20,38,46,1,0,0,2,2,0,0,0,2,0,4,0,0,7,3,0,0,4
490,2020-10-31,KO/TKO,1,2:38,Dustin Jacoby,Justin Ledet,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Dustin Jacoby,0,2,5,0,0,3,2,0,0,0,1,1,1,1,0,0,0,5,8,0,0,3,5,0,8,10,22,29,21,12,10,8,2,0,2,10,11,2,0,1,10,2,0,0,0,0,0,0,0,0
491,2020-10-31,Submission,2,2:09,Cole Williams,Jason Witt,"Las Vegas, Nevada, USA",Welterweight Bout,Jason Witt,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,22,7,0,0,15,17,1,4,28,11,3,1,17,0,0,2,0,0,2,0,0,0,2,2,0,0,3,1,0,0,2
492,2020-10-31,Decision - Unanimous,3,5:00,Sean Strickland,Jack Marshman,"Las Vegas, Nevada, USA",Middleweight Bout,Sean Strickland,18,15,21,59,41,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,88,203,176,157,115,88,19,0,0,11,3,3,17,6,0,3,11,0,0,0,0,0,0,0,0
493,2020-10-31,KO/TKO,1,2:46,Adrian Yanez,Victor Rodriguez,"Las Vegas, Nevada, USA",Bantamweight Bout,Adrian Yanez,1,2,2,2,1,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,15,32,11,6,17,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
494,2020-10-31,Decision - Unanimous,3,5:00,King Green,Thiago Moises,"Las Vegas, Nevada, USA",Lightweight Bout,Thiago Moises,5,31,40,7,2,9,31,5,0,3,4,0,0,1,3,0,0,0,3,0,0,3,0,0,29,29,104,102,73,75,29,29,0,0,8,25,33,10,2,8,25,8,2,2,3,3,1,1,2,2
495,2020-10-31,KO/TKO,1,1:46,Chris Gruetzemacher,Alexander Hernandez,"Las Vegas, Nevada, USA",Lightweight Bout,Alexander Hernandez,4,0,2,9,5,2,0,4,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,16,4,20,34,18,16,4,16,0,1,9,4,5,9,0,1,4,9,0,0,0,0,0,0,0,0
496,2020-10-31,Submission,1,2:39,Kevin Holland,Charlie Ontiveros,"Las Vegas, Nevada, USA",Middleweight Bout,Kevin Holland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,9,0,2,10,11,2,0,1,10,2,0,0,0,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0
497,2020-10-31,Decision - Unanimous,3,5:00,Bryce Mitchell,Andre Fili,"Las Vegas, Nevada, USA",Featherweight Bout,Bryce Mitchell,5,14,15,7,2,1,14,5,0,0,0,0,0,0,0,0,4,17,27,5,1,10,17,4,19,28,49,62,43,21,28,19,0,0,3,4,5,3,0,1,4,3,0,7,13,0,0,6,7,0
498,2020-10-31,KO/TKO,4,1:24,Uriah Hall,Anderson Silva,"Las Vegas, Nevada, USA",Middleweight Bout,Uriah Hall,18,10,12,28,10,2,10,18,2,0,0,3,1,0,0,2,0,15,24,0,0,9,15,0,16,41,90,61,45,49,41,16,2,0,19,9,9,21,2,0,9,19,0,0,0,0,0,0,0,0
499,2020-10-31,KO/TKO,2,1:12,Maurice Greene,Greg Hardy,"Las Vegas, Nevada, USA",Heavyweight Bout,Greg Hardy,5,3,5,5,0,2,3,5,0,0,0,0,0,0,0,0,27,1,1,38,11,0,1,27,32,6,21,55,23,15,6,32,0,1,9,8,11,14,5,3,8,9,1,0,0,1,0,0,0,1
500,2020-10-24,TKO - Doctor's Stoppage,1,5:00,Liana Jojua,Miranda Maverick,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Miranda Maverick,15,4,8,21,6,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,71,65,40,45,26,25,0,0,9,0,1,9,0,1,0,9,0,0,0,0,0,0,0,0
501,2020-10-24,Submission,1,3:00,Joel Alvarez,Alexander Yakovlev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Joel Alvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,0,2,1,0,0,0,1,3,3,1,0,0,3,1,1,0,0,1,0,0,0,1
502,2020-10-24,Submission,1,4:40,Alex Oliveira,Shavkat Rakhmonov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Shavkat Rakhmonov,4,3,5,8,4,2,3,4,3,5,6,6,3,1,5,3,0,0,0,0,0,0,0,0,6,3,9,14,8,6,3,6,0,0,3,3,4,3,0,1,3,3,0,0,2,2,2,2,0,0
503,2020-10-24,Decision - Split,3,5:00,Da Woon Jung,Sam Alvey,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Draw,3,5,10,8,5,5,5,3,2,6,8,3,1,2,6,2,1,4,4,1,0,0,4,1,38,43,108,140,102,65,43,38,1,0,18,8,8,18,0,0,8,18,0,0,3,0,0,3,0,0
504,2020-10-24,Decision - Unanimous,3,5:00,Nathaniel Wood,Casey Kenney,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Catch Weight Bout,Casey Kenney,25,9,22,32,7,13,9,25,4,2,3,5,1,1,2,4,1,0,0,1,0,0,0,1,74,70,237,189,115,167,70,74,0,0,24,57,62,26,2,5,57,24,2,0,3,6,4,3,0,2
505,2020-10-24,KO/TKO,1,4:59,Stefan Struve,Tai Tuivasa,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Tai Tuivasa,4,4,8,4,0,4,4,4,10,0,0,11,1,0,0,10,3,0,0,3,0,0,0,3,15,4,6,28,13,2,4,15,0,1,8,5,5,10,2,0,5,8,0,0,1,0,0,1,0,0
506,2020-10-24,KO/TKO,1,4:19,Magomed Ankalaev,Ion Cutelaba,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Magomed Ankalaev,2,2,3,4,2,1,2,2,0,1,1,0,0,0,1,0,0,6,9,0,0,3,6,0,5,17,36,27,22,19,17,5,2,0,4,2,2,5,1,0,2,4,0,0,0,0,0,0,0,0
507,2020-10-24,Submission,2,3:31,Lauren Murphy,Liliya Shakirova,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Lauren Murphy,7,6,7,17,10,1,6,7,0,8,11,0,0,3,8,0,0,2,2,0,0,0,2,0,7,16,78,45,38,62,16,7,0,0,9,0,0,13,4,0,0,9,0,1,1,3,3,0,1,0
508,2020-10-24,Decision - Unanimous,3,5:00,Robert Whittaker,Jared Cannonier,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Robert Whittaker,14,5,8,18,4,3,5,14,4,1,2,5,1,1,1,4,0,6,12,0,0,6,6,0,17,59,138,46,29,79,59,17,1,0,22,5,5,25,3,0,5,22,0,0,2,0,0,2,0,0
509,2020-10-24,KO/TKO,1,0:18,Jacob Malkoun,Phil Hawes,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Phil Hawes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,7,0,2,11,4,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2020-10-24,Submission,2,1:34,Khabib Nurmagomedov,Justin Gaethje,"Abu Dhabi, Abu Dhabi, United Arab Emirates",UFC Lightweight Title Bout,Khabib Nurmagomedov,2,7,7,4,2,0,7,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,12,18,72,26,14,54,18,12,0,0,15,1,1,15,0,0,1,15,0,2,3,0,0,1,2,0
511,2020-10-17,Decision - Unanimous,3,5:00,Jamie Mullarkey,Fares Ziam,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Fares Ziam,4,2,8,4,0,6,2,4,6,2,7,8,2,5,2,6,6,0,0,9,3,0,0,6,34,7,51,76,42,44,7,34,0,0,9,11,13,9,0,2,11,9,1,5,11,5,4,6,5,1
512,2020-10-24,KO/TKO,2,1:15,Alexander Volkov,Walt Harris,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Alexander Volkov,5,11,11,9,4,0,11,5,0,3,4,2,2,1,3,0,0,0,0,0,0,0,0,0,7,32,59,45,38,27,32,7,0,0,4,2,3,4,0,1,2,4,0,0,0,1,1,0,0,0
513,2020-10-17,Decision - Unanimous,3,5:00,JunYong Park,John Phillips,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,JunYong Park,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,8,19,0,0,11,8,0,1,10,21,10,9,11,10,1,0,0,2,0,0,2,0,0,0,2,0,4,4,0,0,0,4,0
514,2020-10-17,Decision - Unanimous,3,5:00,Gillian Robertson,Poliana Botelho,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Gillian Robertson,8,7,10,8,0,3,7,8,4,0,0,5,1,0,0,4,3,48,68,3,0,20,48,3,11,43,77,32,21,34,43,11,0,0,3,7,11,3,0,4,7,3,0,3,7,0,0,4,3,0
515,2020-10-17,Decision - Split,3,5:00,Mateusz Gamrot,Guram Kutateladze,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Guram Kutateladze,12,6,10,24,12,4,6,12,0,4,4,0,0,0,4,0,2,11,19,2,0,8,11,2,12,42,112,48,36,70,42,12,0,1,13,4,4,14,1,0,4,13,0,5,16,1,1,11,5,0
516,2020-10-17,Decision - Unanimous,3,5:00,Thomas Almeida,Jonathan Martinez,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Jonathan Martinez,18,17,29,33,15,12,17,18,4,8,8,4,0,0,8,4,0,0,0,0,0,0,0,0,53,33,127,170,117,94,33,53,0,0,2,14,15,2,0,1,14,2,0,0,5,0,0,5,0,0
517,2020-10-17,Decision - Unanimous,3,5:00,Claudio Silva,James Krause,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,James Krause,18,11,43,21,3,32,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,30,143,135,62,113,30,73,0,0,3,23,28,3,0,5,23,3,0,2,12,1,1,10,2,0
518,2020-10-17,KO/TKO,1,2:01,Jimmy Crute,Modestas Bukauskas,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Jimmy Crute,2,1,1,3,1,0,1,2,0,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,2,8,14,11,9,6,8,2,2,0,3,8,9,3,0,1,8,3,0,0,1,0,0,1,0,0
519,2020-10-17,KO/TKO,1,4:55,Katlyn Cerminara,Jessica Andrade,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Jessica Andrade,11,12,18,12,1,6,12,11,8,9,12,9,1,3,9,8,6,0,0,6,0,0,0,6,11,7,35,24,13,28,7,11,0,1,6,0,0,7,1,0,0,6,2,0,0,3,1,0,0,2
520,2020-10-17,Decision - Unanimous,5,5:00,Brian Ortega,Chan Sung Jung,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Brian Ortega,14,22,28,21,7,6,22,14,0,5,7,1,1,2,5,0,0,4,6,0,0,2,4,0,35,64,135,127,92,71,64,35,2,0,13,41,49,15,2,8,41,13,0,3,10,0,0,7,3,0
521,2020-10-10,Decision - Unanimous,3,5:00,Tracy Cortez,Stephanie Egger,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Tracy Cortez,0,3,6,2,2,3,3,0,2,0,2,3,1,2,0,2,0,11,16,0,0,5,11,0,6,11,28,24,18,17,11,6,0,0,4,6,8,6,2,2,6,4,1,3,5,6,5,2,3,1
522,2020-10-10,Decision - Unanimous,3,5:00,Giga Chikadze,Omar Morales,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Giga Chikadze,7,24,28,11,4,4,24,7,0,0,2,0,0,2,0,0,0,11,21,3,3,10,11,0,23,32,117,111,88,85,32,23,1,0,4,9,12,6,2,3,9,4,0,0,1,0,0,1,0,0
523,2020-10-10,Decision - Unanimous,3,5:00,Ali AlQaisi,Tony Kelley,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Tony Kelley,5,3,6,9,4,3,3,5,2,1,3,4,2,2,1,2,0,1,3,0,0,2,1,0,11,12,42,43,32,30,12,11,0,0,7,14,19,10,3,5,14,7,0,5,15,0,0,10,5,0
524,2020-10-10,KO/TKO,2,2:03,Impa Kasanganay,Joaquin Buckley,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Joaquin Buckley,5,5,8,10,5,3,5,5,2,0,0,3,1,0,0,2,2,0,0,3,1,0,0,2,19,17,64,79,60,47,17,19,0,1,5,6,7,5,0,1,6,5,1,0,0,2,1,0,0,1
525,2020-10-10,KO/TKO,1,0:45,Chris Daukaus,Rodrigo Nascimento,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Chris Daukaus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,3,7,0,0,13,21,3,3,8,13,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
526,2020-10-10,KO/TKO,1,1:42,Tom Breese,KB Bhullar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Tom Breese,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,6,7,0,0,1,6,0,0,15,25,9,9,10,15,0,1,0,2,2,2,4,2,0,2,2,0,0,0,0,0,0,0,0
527,2020-10-10,Decision - Unanimous,3,5:00,Youssef Zalal,Ilia Topuria,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Ilia Topuria,6,4,7,10,4,3,4,6,1,2,2,2,1,0,2,1,0,0,1,1,1,1,0,0,7,10,43,23,16,33,10,7,0,0,0,3,3,0,0,0,3,0,5,0,2,9,4,2,0,5
528,2020-10-10,KO/TKO,1,1:35,Tom Aspinall,Alan Baudot,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Tom Aspinall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,3,12,0,1,15,24,10,9,9,15,1,0,0,2,1,1,2,0,0,1,2,0,1,1,0,0,0,1,0
529,2020-10-10,KO/TKO,1,3:22,Markus Perez,Dricus Du Plessis,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Dricus Du Plessis,4,3,4,5,1,1,3,4,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,3,7,8,36,28,21,28,8,7,0,1,15,3,3,25,10,0,3,15,0,0,0,0,0,0,0,0
530,2020-10-10,Decision - Unanimous,3,5:00,Ben Rothwell,Marcin Tybura,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Marcin Tybura,15,16,19,19,4,3,16,15,3,11,16,12,9,5,11,3,2,0,0,6,4,0,0,2,69,63,247,154,85,184,63,69,0,0,10,10,10,10,0,0,10,10,1,0,0,3,2,0,0,1
531,2020-10-10,Decision - Unanimous,3,5:00,Edson Barboza,Makwan Amirkhani,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Edson Barboza,1,18,23,3,2,5,18,1,0,0,1,1,1,1,0,0,1,1,4,2,1,3,1,1,10,8,42,36,26,34,8,10,2,0,0,6,9,0,0,3,6,0,3,0,0,6,3,0,0,3
532,2020-10-10,KO/TKO,2,1:03,Marlon Moraes,Cory Sandhagen,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Cory Sandhagen,9,1,5,10,1,4,1,9,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,2,16,10,39,63,47,29,10,16,0,1,13,3,6,15,2,3,3,13,0,1,1,0,0,0,1,0
533,2020-10-03,Decision - Unanimous,3,5:00,Casey Kenney,Alatengheili,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Casey Kenney,11,41,58,20,9,17,41,11,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,26,57,192,140,114,135,57,26,0,0,9,11,13,11,2,2,11,9,0,0,1,0,0,1,0,0
534,2020-10-03,Decision - Unanimous,3,5:00,Loma Lookboonmee,Jinh Yu Frey,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Strawweight Bout,Loma Lookboonmee,4,35,56,8,4,21,35,4,13,38,50,14,1,12,38,13,0,0,1,0,0,1,0,0,21,27,61,49,28,34,27,21,0,0,1,18,20,4,3,2,18,1,1,0,1,4,3,1,0,1
535,2020-10-03,Decision - Unanimous,3,5:00,Jordan Williams,Nassourdine Imavov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Nassourdine Imavov,13,4,9,14,1,5,4,13,12,7,10,13,1,3,7,12,8,0,0,14,6,0,0,8,50,25,88,90,40,63,25,50,0,0,5,1,1,6,1,0,1,5,1,0,3,8,7,3,0,1
536,2020-10-03,Decision - Split,3,5:00,Charles Jourdain,Josh Culibao,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Draw,22,10,19,40,18,9,10,22,2,0,0,2,0,0,0,2,4,10,20,7,3,10,10,4,19,17,63,78,59,46,17,19,0,1,5,17,19,6,1,2,17,5,0,0,0,7,7,0,0,0
537,2020-10-03,Decision - Unanimous,3,5:00,Carlos Condit,Court McGee,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Carlos Condit,28,17,34,51,23,17,17,28,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,9,50,173,73,64,123,50,9,1,0,47,21,23,58,11,2,21,47,0,0,0,0,0,0,0,0
538,2020-10-03,KO/TKO,2,3:15,Dequan Townsend,Dusko Todorovic,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Dusko Todorovic,11,6,11,12,1,5,6,11,17,3,3,20,3,0,3,17,29,0,0,47,18,0,0,29,66,5,28,114,48,23,5,66,0,0,8,2,2,8,0,0,2,8,1,0,0,2,1,0,0,1
539,2020-10-03,Submission,3,3:25,Germaine de Randamie,Julianna Pena,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Germaine de Randamie,7,5,5,10,3,0,5,7,2,4,6,2,0,2,4,2,7,1,1,14,7,0,1,7,19,32,86,79,60,54,32,19,0,0,1,0,0,2,1,0,0,1,3,0,0,6,3,0,0,3
540,2020-10-03,KO/TKO,2,0:44,Kyler Phillips,Cameron Else,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Kyler Phillips,6,5,8,8,2,3,5,6,0,0,0,0,0,0,0,0,1,19,37,2,1,18,19,1,4,22,63,20,16,41,22,4,0,0,1,5,7,2,1,2,5,1,0,2,2,0,0,0,2,0
541,2020-10-03,Decision - Unanimous,3,5:00,Yorgan De Castro,Carlos Felipe,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Carlos Felipe,28,8,11,38,10,3,8,28,13,0,1,16,3,1,0,13,0,0,0,0,0,0,0,0,39,24,72,127,88,48,24,39,0,0,11,16,17,12,1,1,16,11,0,0,1,0,0,1,0,0
542,2020-10-03,Decision - Unanimous,5,5:00,Holly Holm,Irene Aldana,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Holly Holm,12,56,68,30,18,12,56,12,4,1,1,4,0,0,1,4,0,13,28,0,0,15,13,0,38,81,214,128,90,133,81,38,0,0,19,17,19,27,8,2,17,19,0,5,14,0,0,9,5,0
543,2020-09-26,Submission,1,3:48,Juan Espino,Jeff Hughes,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Juan Espino,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0,0,2,8,0,0,9,14,0,0,5,9,0,0,0,0,0,2,1,1,2,0,0,0,5,7,0,0,2,5,0
544,2020-09-26,Decision - Unanimous,3,5:00,William Knight,Aleksa Camur,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,William Knight,8,3,6,11,3,3,3,8,8,9,9,8,0,0,9,8,0,19,21,0,0,2,19,0,8,29,40,18,10,11,29,8,0,0,1,6,8,1,0,2,6,1,1,4,5,4,3,1,4,1
545,2020-09-26,KO/TKO,1,1:16,Shane Young,Ludovit Klein,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Ludovit Klein,3,1,3,3,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,0,0,10,4,0,0,6,0,1,0,3,4,0,0,1,3,0,0,0,0,0,0,0,0,0
546,2020-09-26,Decision - Unanimous,3,5:00,Diego Sanchez,Jake Matthews,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Jake Matthews,3,4,12,3,0,8,4,3,1,0,0,1,0,0,0,1,29,2,4,50,21,2,2,29,69,12,57,145,76,45,12,69,0,1,0,9,12,0,0,3,9,0,1,0,1,2,1,1,0,1
547,2020-09-26,Decision - Unanimous,3,5:00,Brad Riddell,Alex Da Silva,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Brad Riddell,10,13,16,12,2,3,13,10,4,5,7,6,2,2,5,4,1,1,1,1,0,0,1,1,35,47,142,91,56,95,47,35,0,0,9,7,8,9,0,1,7,9,3,1,6,9,6,5,1,3
548,2020-09-26,Decision - Split,3,5:00,Hakeem Dawodu,Zubaira Tukhugov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Hakeem Dawodu,4,14,21,5,1,7,14,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,31,31,80,88,57,49,31,31,0,0,0,24,35,0,0,11,24,0,1,0,0,7,6,0,0,1
549,2020-09-26,Decision - Unanimous,3,5:00,Ketlen Vieira,Sijara Eubanks,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Ketlen Vieira,22,3,6,34,12,3,3,22,2,2,2,3,1,0,2,2,2,0,0,3,1,0,0,2,34,65,165,102,68,100,65,34,0,0,13,0,0,13,0,0,0,13,0,2,5,1,1,3,2,0
550,2020-09-26,Submission,2,0:48,Kai Kara-France,Brandon Royval,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Brandon Royval,7,1,1,9,2,0,1,7,4,1,3,6,2,2,1,4,1,0,0,1,0,0,0,1,27,12,28,56,29,16,12,27,1,2,5,9,9,6,1,0,9,5,0,0,1,0,0,1,0,0
