,date,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,fighter_1,fighter_2,location,weight_class,winner,body_abs_1,body_abs_2,body_att_1,body_att_2,body_def_1,body_def_2,body_land_1,body_land_2,clinch_abs_1,clinch_abs_2,clinch_att_1,clinch_att_2,clinch_def_1,clinch_def_2,clinch_land_1,clinch_land_2,ground_abs_1,ground_abs_2,ground_att_1,ground_att_2,ground_def_1,ground_def_2,ground_land_1,ground_land_2,head_abs_1,head_abs_2,head_att_1,head_att_2,head_def_1,head_def_2,head_land_1,head_land_2,kd_1,kd_2,leg_abs_1,leg_abs_2,leg_att_1,leg_att_2,leg_def_1,leg_def_2,leg_land_1,leg_land_2,td_abs_1,td_abs_2,td_att_1,td_att_2,td_def_1,td_def_2,td_land_1,td_land_2
401,2020-03-14,Decision - Unanimous,3,5:00,Johnny Walker,Nikita Krylov,"Brasilia, Distrito Federal, Brazil",Light Heavyweight Bout,Nikita Krylov,6,2,3,7,1,1,2,6,2,8,9,3,1,1,8,2,33,19,27,37,4,8,19,33,38,33,45,49,11,12,33,38,0,0,1,2,2,2,1,0,2,1,3,0,0,8,5,0,0,3
402,2020-03-14,KO/TKO,1,2:34,Demian Maia,Gilbert Burns,"Brasilia, Distrito Federal, Brazil",Welterweight Bout,Gilbert Burns,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,9,1,0,0,8,10,4,7,13,3,3,4,10,0,1,2,0,0,2,0,0,0,2,0,2,2,0,0,0,2,0
403,2020-03-14,Submission,3,0:28,Kevin Lee,Charles Oliveira,"Brasilia, Distrito Federal, Brazil",Lightweight Bout,Charles Oliveira,9,6,6,10,1,0,6,9,2,0,0,2,0,0,0,2,6,10,15,7,1,5,10,6,28,35,74,49,21,39,35,28,0,0,6,0,0,6,0,0,0,6,0,2,3,1,1,1,2,0
404,2020-03-07,Decision - Split,3,5:00,Giga Chikadze,Jamall Emmers,"Las Vegas, Nevada, USA",Featherweight Bout,Giga Chikadze,15,10,23,23,8,13,10,15,3,0,1,5,2,1,0,3,3,1,1,4,1,0,1,3,32,19,88,94,62,69,19,32,0,0,7,9,11,10,3,2,9,7,2,0,0,6,4,0,0,2
405,2020-03-07,Submission,3,2:13,Gerald Meerschaert,Deron Winn,"Las Vegas, Nevada, USA",Middleweight Bout,Gerald Meerschaert,11,20,21,13,2,1,20,11,6,5,10,8,2,5,5,6,0,0,0,0,0,0,0,0,37,66,166,93,56,100,66,37,1,0,5,0,0,5,0,0,0,5,1,1,1,2,1,0,1,1
406,2020-03-07,Submission,1,2:58,Rodolfo Vieira,Saparbeg Safarov,"Las Vegas, Nevada, USA",Middleweight Bout,Rodolfo Vieira,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0,0,2,5,0,2,5,10,7,5,5,5,2,0,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,2,0
407,2020-03-07,Decision - Unanimous,3,5:00,Mark Madsen,Austin Hubbard,"Las Vegas, Nevada, USA",Lightweight Bout,Mark Madsen,8,0,0,14,6,0,0,8,4,3,5,8,4,2,3,4,0,7,11,0,0,4,7,0,25,14,57,48,23,43,14,25,0,0,8,1,1,13,5,0,1,8,0,8,12,0,0,4,8,0
408,2020-03-07,KO/TKO,1,2:02,Sean O'Malley,Jose Quinonez,"Las Vegas, Nevada, USA",Bantamweight Bout,Sean O'Malley,0,6,7,1,1,1,6,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,9,11,7,7,2,9,0,0,0,0,3,4,3,3,1,3,0,0,0,0,0,0,0,0,0
409,2020-03-07,Decision - Split,3,5:00,Alex Oliveira,Max Griffin,"Las Vegas, Nevada, USA",Welterweight Bout,Alex Oliveira,4,11,13,8,4,2,11,4,3,3,8,3,0,5,3,3,0,2,2,0,0,0,2,0,17,21,56,40,23,35,21,17,0,0,2,8,8,2,0,0,8,2,2,1,5,3,1,4,1,2
410,2020-03-07,Decision - Unanimous,3,5:00,Neil Magny,Li Jingliang,"Las Vegas, Nevada, USA",Welterweight Bout,Neil Magny,1,12,15,3,2,3,12,1,3,18,20,9,6,2,18,3,0,22,23,0,0,1,22,0,11,56,118,50,39,62,56,11,0,0,4,6,6,9,5,0,6,4,2,4,7,3,1,3,4,2
411,2020-03-07,KO/TKO,2,1:00,Beneil Dariush,Drakkar Klose,"Las Vegas, Nevada, USA",Lightweight Bout,Beneil Dariush,0,3,3,0,0,0,3,0,2,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,12,8,16,22,10,8,8,12,1,0,3,1,1,3,0,0,1,3,0,1,3,0,0,2,1,0
412,2020-03-07,Decision - Split,5,5:00,Zhang Weili,Joanna Jedrzejczyk,"Las Vegas, Nevada, USA",UFC Women's Strawweight Title Bout,Zhang Weili,32,11,22,47,15,11,11,32,15,7,15,18,3,8,7,15,0,0,0,0,0,0,0,0,96,96,305,230,134,209,96,96,0,0,58,58,81,83,25,23,58,58,0,1,8,0,0,7,1,0
413,2020-03-07,Decision - Unanimous,5,5:00,Israel Adesanya,Yoel Romero,"Las Vegas, Nevada, USA",UFC Middleweight Title Bout,Israel Adesanya,7,9,22,13,6,13,9,7,5,0,0,7,2,0,0,5,0,0,0,0,0,0,0,0,20,14,81,58,38,67,14,20,0,0,13,25,29,18,5,4,25,13,0,0,0,3,3,0,0,0
414,2020-02-29,KO/TKO,1,1:25,Aalon Cruz,Spike Carlyle,"Norfolk, Virginia, USA",Featherweight Bout,Spike Carlyle,0,0,4,1,1,4,0,0,4,0,0,5,1,0,0,4,14,0,0,18,4,0,0,14,19,2,4,27,8,2,2,19,0,0,1,0,4,1,0,4,0,1,0,0,1,0,0,1,0,0
415,2020-02-29,Decision - Unanimous,3,5:00,Luis Pena,Steve Garcia,"Norfolk, Virginia, USA",Lightweight Bout,Luis Pena,2,1,2,3,1,1,1,2,1,2,3,1,0,1,2,1,6,19,24,11,5,5,19,6,15,24,38,32,17,14,24,15,0,0,4,2,2,4,0,0,2,4,1,0,1,1,0,1,0,1
416,2020-02-29,Submission,2,3:38,Jordan Griffin,TJ Brown,"Norfolk, Virginia, USA",Featherweight Bout,Jordan Griffin,6,2,2,7,1,0,2,6,10,3,3,10,0,0,3,10,13,3,3,15,2,0,3,13,26,13,21,39,13,8,13,26,0,0,0,0,0,1,1,0,0,0,7,0,1,7,0,1,0,7
417,2020-02-29,Decision - Unanimous,3,5:00,Marcin Tybura,Serghei Spivac,"Norfolk, Virginia, USA",Heavyweight Bout,Marcin Tybura,3,7,16,3,0,9,7,3,6,5,8,9,3,3,5,6,0,23,35,0,0,12,23,0,23,36,90,80,57,54,36,23,0,0,0,0,0,0,0,0,0,0,0,2,8,1,1,6,2,0
418,2020-02-29,KO/TKO,1,4:47,Brendan Allen,Tom Breese,"Norfolk, Virginia, USA",Middleweight Bout,Brendan Allen,4,3,3,5,1,0,3,4,4,2,3,4,0,1,2,4,0,16,23,0,0,7,16,0,0,17,26,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
419,2020-02-29,Decision - Unanimous,3,5:00,Gabriel Silva,Kyler Phillips,"Norfolk, Virginia, USA",Bantamweight Bout,Kyler Phillips,13,6,9,19,6,3,6,13,11,1,3,15,4,2,1,11,20,3,5,29,9,2,3,20,66,22,85,139,73,63,22,66,0,0,10,3,3,10,0,0,3,10,2,2,6,4,2,4,2,2
420,2020-02-29,Submission,2,1:38,Grant Dawson,Darrick Minner,"Norfolk, Virginia, USA",Featherweight Bout,Grant Dawson,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,14,20,1,0,6,14,1,1,14,21,3,2,7,14,1,0,0,2,0,0,3,1,0,0,2,1,2,3,1,0,1,2,1
421,2020-02-29,KO/TKO,1,3:31,Megan Anderson,Norma Dumont,"Norfolk, Virginia, USA",Women's Featherweight Bout,Megan Anderson,4,1,2,5,1,1,1,4,4,2,2,5,1,0,2,4,0,0,1,0,0,1,0,0,1,6,12,9,8,6,6,1,1,0,0,0,0,2,2,0,0,0,1,0,1,3,2,1,0,1
422,2020-02-29,KO/TKO,1,0:38,Ion Cutelaba,Magomed Ankalaev,"Norfolk, Virginia, USA",Light Heavyweight Bout,Magomed Ankalaev,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,10,4,5,3,6,0,0,1,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0
423,2020-02-29,KO/TKO,1,3:37,Felicia Spencer,Zarah Fairn,"Norfolk, Virginia, USA",Women's Featherweight Bout,Felicia Spencer,1,1,1,1,0,0,1,1,1,1,1,2,1,0,1,1,0,30,39,0,0,9,30,0,12,38,61,27,15,23,38,12,0,0,0,1,2,0,0,1,1,0,0,1,2,0,0,1,1,0
424,2020-02-29,KO/TKO,2,1:54,Joseph Benavidez,Deiveson Figueiredo,"Norfolk, Virginia, USA",Flyweight Bout,Deiveson Figueiredo,7,8,13,10,3,5,8,7,2,10,16,2,0,6,10,2,3,0,0,3,0,0,0,3,18,28,63,39,21,35,28,18,0,1,0,10,18,0,0,8,10,0,1,0,2,1,0,2,0,1
425,2020-02-22,Decision - Unanimous,3,5:00,Loma Lookboonmee,Angela Hill,"Auckland, New Zealand",Women's Strawweight Bout,Angela Hill,8,15,29,22,14,14,15,8,14,10,14,31,17,4,10,14,3,0,1,5,2,1,0,3,38,24,83,101,63,59,24,38,0,0,2,14,18,3,1,4,14,2,1,1,1,4,3,0,1,1
426,2020-02-22,Decision - Unanimous,3,5:00,Kai Kara-France,Tyson Nam,"Auckland, New Zealand",Flyweight Bout,Kai Kara-France,11,9,17,17,6,8,9,11,2,5,9,7,5,4,5,2,0,1,2,0,0,1,1,0,34,51,218,131,97,167,51,34,0,0,5,18,22,5,0,4,18,5,0,0,4,4,4,4,0,0
427,2020-02-22,KO/TKO,1,2:20,Callan Potter,Song Kenan,"Auckland, New Zealand",Welterweight Bout,Song Kenan,5,1,1,6,1,0,1,5,2,2,3,5,3,1,2,2,1,0,0,1,0,0,0,1,12,6,14,29,17,8,6,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
428,2020-02-22,Decision - Unanimous,3,5:00,Jake Matthews,Emil Meek,"Auckland, New Zealand",Welterweight Bout,Jake Matthews,10,1,3,12,2,2,1,10,21,4,5,29,8,1,4,21,10,3,6,11,1,3,3,10,35,32,70,95,60,38,32,35,1,0,5,0,0,11,6,0,0,5,0,4,7,1,1,3,4,0
429,2020-02-22,KO/TKO,2,3:01,Jalin Turner,Josh Culibao,"Auckland, New Zealand",Lightweight Bout,Jalin Turner,4,17,25,6,2,8,17,4,3,9,15,5,2,6,9,3,0,32,39,0,0,7,32,0,7,38,65,21,14,27,38,7,0,0,1,0,1,1,0,1,0,1,0,0,1,3,3,1,0,0
430,2020-02-22,KO/TKO,1,3:21,Kevin Aguilar,Zubaira Tukhugov,"Auckland, New Zealand",Featherweight Bout,Zubaira Tukhugov,2,3,4,2,0,1,3,2,0,0,0,0,0,0,0,0,13,0,0,14,1,0,0,13,26,4,22,34,8,18,4,26,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
431,2020-02-22,Decision - Split,3,5:00,Brad Riddell,Magomed Mustafaev,"Auckland, New Zealand",Lightweight Bout,Brad Riddell,7,12,17,11,4,5,12,7,8,3,3,10,2,0,3,8,8,15,24,9,1,9,15,8,10,21,49,23,13,28,21,10,1,0,11,5,6,12,1,1,5,11,8,1,1,11,3,0,1,8
432,2020-02-22,KO/TKO,1,1:28,Ben Sosoli,Marcos Rogerio de Lima,"Auckland, New Zealand",Heavyweight Bout,Marcos Rogerio de Lima,2,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,15,4,16,30,15,12,4,15,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
433,2020-02-22,Decision - Unanimous,3,5:00,Karolina Kowalkiewicz,Yan Xiaonan,"Auckland, New Zealand",Women's Strawweight Bout,Yan Xiaonan,20,7,14,23,3,7,7,20,7,3,6,10,3,3,3,7,13,0,0,17,4,0,0,13,59,19,55,138,79,36,19,59,0,0,14,12,16,17,3,4,12,14,5,0,1,6,1,1,0,5
434,2020-02-22,Submission,1,3:29,Jimmy Crute,Michal Oleksiejczuk,"Auckland, New Zealand",Light Heavyweight Bout,Jimmy Crute,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,7,6,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,2,8,0
435,2020-02-22,Decision - Split,5,5:00,Paul Felder,Dan Hooker,"Auckland, New Zealand",Lightweight Bout,Dan Hooker,10,19,26,13,3,7,19,10,2,5,12,4,2,7,5,2,0,0,0,0,0,0,0,0,72,64,170,161,89,106,64,72,0,0,40,27,34,47,7,7,27,40,1,0,1,5,4,1,0,1
436,2020-08-08,Decision - Split,3,5:00,Irwin Rivera,Ali AlQaisi,"Las Vegas, Nevada, USA",Bantamweight Bout,Irwin Rivera,7,5,10,9,2,5,5,7,8,5,8,9,1,3,5,8,0,3,3,0,0,0,3,0,28,30,61,86,58,31,30,28,0,0,9,1,2,10,1,1,1,9,2,2,5,9,7,3,2,2
437,2020-08-15,Decision - Unanimous,3,5:00,Kai Kamaka,Tony Kelley,"Las Vegas, Nevada, USA",Featherweight Bout,Kai Kamaka,35,64,71,54,19,7,64,35,38,22,22,44,6,0,22,38,0,2,3,0,0,1,2,0,63,49,113,152,89,64,49,63,0,0,16,1,1,20,4,0,1,16,0,5,5,1,1,0,5,0
438,2020-08-22,Overturned,2,1:59,Timur Valiev,Trevin Jones,"Las Vegas, Nevada, USA",Catch Weight Bout,NC,3,25,29,3,0,4,25,3,1,6,7,1,0,1,6,1,14,0,0,17,3,0,0,14,21,28,50,44,23,22,28,21,1,1,2,13,14,3,1,1,13,2,1,0,0,2,1,0,0,1
439,2020-09-05,Decision - Unanimous,3,5:00,Cole Smith,Hunter Azure,"Las Vegas, Nevada, USA",Bantamweight Bout,Hunter Azure,5,8,25,5,0,17,8,5,5,5,8,7,2,3,5,5,13,6,6,14,1,0,6,13,29,16,43,43,14,27,16,29,0,1,8,7,13,8,0,6,7,8,5,2,5,8,3,3,2,5
440,2020-08-29,Submission,2,1:33,Mallory Martin,Hannah Cifers,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Mallory Martin,10,1,1,18,8,0,1,10,15,0,0,21,6,0,0,15,4,5,6,6,2,1,5,4,35,21,37,78,43,16,21,35,0,1,4,0,0,4,0,0,0,4,0,1,2,0,0,1,1,0
441,2020-09-05,Decision - Unanimous,3,5:00,Viviane Araujo,Montana De La Rosa,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Viviane Araujo,12,12,13,21,9,1,12,12,9,2,3,13,4,1,2,9,0,0,0,0,0,0,0,0,57,57,113,177,120,56,57,57,0,0,16,13,14,17,1,1,13,16,1,0,1,6,5,1,0,1
442,2020-09-19,KO/TKO,2,0:34,Tyson Nam,Jerome Rivera,"Las Vegas, Nevada, USA",Bantamweight Bout,Tyson Nam,2,7,12,11,9,5,7,2,1,3,3,1,0,0,3,1,0,15,22,0,0,7,15,0,9,27,58,45,36,31,27,9,1,0,19,2,2,24,5,0,2,19,0,0,0,0,0,0,0,0
443,2020-10-03,KO/TKO,1,1:12,Luigi Vendramini,Jessin Ayari,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Luigi Vendramini,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,5,0,0,3,2,0,1,11,21,8,7,10,11,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0
444,2020-09-26,Decision - Unanimous,3,5:00,Khadis Ibragimov,Danilo Marques,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Danilo Marques,6,1,1,7,1,0,1,6,0,3,3,1,1,0,3,0,1,4,6,1,0,2,4,1,7,16,43,12,5,27,16,7,0,0,3,2,2,3,0,0,2,3,4,0,0,16,12,0,0,4
445,2020-10-10,Decision - Unanimous,3,5:00,Bruno Silva,Tagir Ulanbekov,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Tagir Ulanbekov,3,10,12,5,2,2,10,3,1,7,10,3,2,3,7,1,0,0,0,0,0,0,0,0,38,20,81,110,72,61,20,38,0,0,5,17,21,7,2,4,17,5,5,4,8,11,6,4,4,5
446,2020-10-17,KO/TKO,2,4:58,Gadzhimurad Antigulov,Maxim Grishin,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Maxim Grishin,6,4,5,7,1,1,4,6,3,3,5,6,3,2,3,3,9,1,1,25,16,0,1,9,20,5,15,61,41,10,5,20,0,0,8,3,3,8,0,0,3,8,1,1,5,1,0,4,1,1
447,2020-10-17,KO/TKO,1,0:51,Said Nurmagomedov,Mark Striegl,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Said Nurmagomedov,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,11,13,0,0,2,11,0,1,17,22,5,4,5,17,1,0,0,2,1,2,2,0,1,1,2,0,0,0,1,1,0,0,0
448,2020-10-31,KO/TKO,3,2:51,Miles Johns,Kevin Natividad,"Las Vegas, Nevada, USA",Bantamweight Bout,Miles Johns,8,3,7,15,7,4,3,8,2,2,5,5,3,3,2,2,0,0,0,0,0,0,0,0,23,39,92,119,96,53,39,23,1,0,2,6,6,3,1,0,6,2,0,0,7,1,1,7,0,0
449,2020-11-07,Submission,1,2:43,Gustavo Lopez,Anthony Birchak,"Las Vegas, Nevada, USA",Bantamweight Bout,Gustavo Lopez,5,9,10,9,4,1,9,5,3,5,7,5,2,2,5,3,2,6,9,2,0,3,6,2,8,17,33,27,19,16,17,8,0,0,4,0,0,4,0,0,0,4,0,2,3,0,0,1,2,0
450,2020-11-14,Decision - Unanimous,3,5:00,Don'Tale Mayes,Roque Martinez,"Las Vegas, Nevada, USA",Heavyweight Bout,Don'Tale Mayes,16,20,29,19,3,9,20,16,4,5,6,4,0,1,5,4,0,0,3,0,0,3,0,0,30,34,100,76,46,66,34,30,0,0,12,5,6,16,4,1,5,12,1,1,2,2,1,1,1,1
451,2020-11-21,KO/TKO,3,2:47,Louis Cosce,Sasha Palatnikov,"Las Vegas, Nevada, USA",Welterweight Bout,Sasha Palatnikov,24,12,21,34,10,9,12,24,25,16,22,33,8,6,16,25,18,25,34,24,6,9,25,18,100,76,172,202,102,96,76,100,1,0,1,11,13,1,0,2,11,1,1,1,9,1,0,8,1,1
452,2020-11-28,Submission,2,2:29,Luke Sanders,Nate Maness,"Las Vegas, Nevada, USA",Catch Weight Bout,Nate Maness,4,7,9,6,2,2,7,4,3,8,10,5,2,2,8,3,2,0,0,3,1,0,0,2,27,40,90,62,35,50,40,27,0,1,2,8,13,2,0,5,8,2,1,0,1,2,1,1,0,1
453,2020-11-28,KO/TKO,1,0:44,Sumudaerji,Malcolm Gordon,"Las Vegas, Nevada, USA",Flyweight Bout,Sumudaerji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,15,6,6,9,6,0,1,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0
454,2020-11-28,KO/TKO,3,4:10,Gina Mazany,Rachael Ostovich,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Gina Mazany,16,10,16,22,6,6,10,16,7,13,18,8,1,5,13,7,0,18,30,0,0,12,18,0,25,53,136,73,48,83,53,25,1,0,0,9,10,0,0,1,9,0,0,7,12,1,1,5,7,0
455,2020-11-28,Submission,1,4:35,Martin Day,Anderson Dos Santos,"Las Vegas, Nevada, USA",Bantamweight Bout,Anderson Dos Santos,2,3,3,2,0,0,3,2,0,0,0,1,1,0,0,0,3,0,0,4,1,0,0,3,5,3,4,13,8,1,3,5,0,0,4,3,5,5,1,2,3,4,1,1,1,6,5,0,1,1
456,2020-11-28,KO/TKO,2,4:28,Jonathan Pearce,Kai Kamaka,"Las Vegas, Nevada, USA",Featherweight Bout,Jonathan Pearce,20,12,19,25,5,7,12,20,2,6,9,3,1,3,6,2,1,18,20,1,0,2,18,1,20,34,76,51,31,42,34,20,0,0,7,5,5,7,0,0,5,7,1,5,7,3,2,2,5,1
457,2020-11-28,Decision - Unanimous,3,5:00,Ashlee Evans-Smith,Norma Dumont,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Norma Dumont,8,17,35,11,3,18,17,8,9,5,8,13,4,3,5,9,14,0,0,18,4,0,0,14,78,12,108,142,64,96,12,78,0,1,8,13,21,8,0,8,13,8,2,0,2,4,2,2,0,2
458,2020-11-28,Decision - Unanimous,3,5:00,Spike Carlyle,Bill Algeo,"Las Vegas, Nevada, USA",Featherweight Bout,Bill Algeo,18,3,8,23,5,5,3,18,14,1,3,15,1,2,1,14,14,3,5,16,2,2,3,14,44,14,37,63,19,23,14,44,0,0,8,6,8,9,1,2,6,8,1,4,13,3,2,9,4,1
459,2020-11-28,Decision - Unanimous,3,5:00,Josh Parisian,Parker Porter,"Las Vegas, Nevada, USA",Heavyweight Bout,Parker Porter,16,35,44,18,2,9,35,16,20,25,36,27,7,11,25,20,1,0,0,3,2,0,0,1,90,71,173,190,100,102,71,90,0,0,20,8,9,20,0,1,8,20,2,0,0,4,2,0,0,2
460,2020-11-28,Submission,2,4:28,Miguel Baeza,Takashi Sato,"Las Vegas, Nevada, USA",Welterweight Bout,Miguel Baeza,4,20,28,8,4,8,20,4,0,3,3,1,1,0,3,0,0,5,5,1,1,0,5,0,10,16,40,49,39,24,16,10,0,0,1,4,5,1,0,1,4,1,0,1,2,0,0,1,1,0
461,2020-11-28,Submission,1,2:34,Anthony Smith,Devin Clark,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Anthony Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,1,4,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
462,2020-11-21,Decision - Unanimous,3,5:00,Kyle Daukaus,Dustin Stoltzfus,"Las Vegas, Nevada, USA",Middleweight Bout,Kyle Daukaus,8,7,9,11,3,2,7,8,13,14,17,15,2,3,14,13,1,12,20,1,0,8,12,1,14,56,111,41,27,55,56,14,0,0,10,1,2,11,1,1,1,10,0,2,7,7,7,5,2,0
463,2020-11-21,Decision - Unanimous,3,5:00,Alan Jouban,Jared Gooden,"Las Vegas, Nevada, USA",Welterweight Bout,Alan Jouban,21,39,55,27,6,16,39,21,10,18,26,14,4,8,18,10,0,0,0,1,1,0,0,0,79,116,262,182,103,146,116,79,0,0,0,13,14,1,1,1,13,0,1,0,1,1,0,1,0,1
464,2020-11-21,Decision - Unanimous,3,5:00,Daniel Rodriguez,Nicolas Dalby,"Las Vegas, Nevada, USA",Welterweight Bout,Nicolas Dalby,7,19,32,23,16,13,19,7,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,24,44,145,97,73,101,44,24,0,0,19,20,22,27,8,2,20,19,0,0,2,7,7,2,0,0
465,2020-11-21,KO/TKO,2,4:33,Antonina Shevchenko,Ariane da Silva,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Antonina Shevchenko,5,4,4,6,1,0,4,5,2,5,6,2,0,1,5,2,0,26,39,0,0,13,26,0,7,32,50,15,8,18,32,7,0,0,3,3,3,5,2,0,3,3,0,1,3,3,3,2,1,0
466,2020-11-21,KO/TKO,2,0:18,Joaquin Buckley,Jordan Wright,"Las Vegas, Nevada, USA",Middleweight Bout,Joaquin Buckley,12,12,17,14,2,5,12,12,2,3,3,3,1,0,3,2,0,7,10,0,0,3,7,0,5,31,63,32,27,32,31,5,2,0,1,0,0,1,0,0,0,1,0,0,2,1,1,2,0,0
467,2020-11-21,KO/TKO,1,4:59,Brandon Moreno,Brandon Royval,"Las Vegas, Nevada, USA",Flyweight Bout,Brandon Moreno,5,3,4,8,3,1,3,5,0,0,0,0,0,0,0,0,2,4,6,2,0,2,4,2,7,10,27,38,31,17,10,7,0,0,5,3,3,6,1,0,3,5,0,2,2,0,0,0,2,0
468,2020-11-21,KO/TKO,2,3:36,Mauricio Rua,Paul Craig,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Paul Craig,4,2,4,9,5,2,2,4,4,0,0,11,7,0,0,4,9,1,2,11,2,1,1,9,17,6,22,38,21,16,6,17,0,0,8,2,2,10,2,0,2,8,4,0,0,8,4,0,0,4
469,2020-11-21,Decision - Unanimous,3,5:00,Katlyn Cerminara,Cynthia Calvillo,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Katlyn Cerminara,17,11,22,46,29,11,11,17,1,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0,31,45,190,134,103,145,45,31,0,0,12,13,18,17,5,5,13,12,1,0,1,4,3,1,0,1
470,2020-11-21,Decision - Unanimous,3,5:00,Mike Perry,Tim Means,"Las Vegas, Nevada, USA",Welterweight Bout,Tim Means,26,8,12,28,2,4,8,26,6,2,4,7,1,2,2,6,1,0,0,1,0,0,0,1,86,44,134,147,61,90,44,86,0,0,16,12,15,17,1,3,12,16,0,1,5,1,1,4,1,0
471,2020-11-21,Decision - Unanimous,5,5:00,Valentina Shevchenko,Jennifer Maia,"Las Vegas, Nevada, USA",UFC Women's Flyweight Title Bout,Valentina Shevchenko,10,13,16,12,2,3,13,10,11,10,14,12,1,4,10,11,2,2,2,3,1,0,2,2,22,46,100,72,50,54,46,22,0,0,4,3,3,4,0,0,3,4,1,5,6,2,1,1,5,1
472,2020-11-21,Submission,1,1:57,Deiveson Figueiredo,Alex Perez,"Las Vegas, Nevada, USA",UFC Flyweight Title Bout,Deiveson Figueiredo,2,3,4,4,2,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,2,4,9,6,2,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0
473,2020-11-14,Decision - Unanimous,3,5:00,Alex Morono,Rhys McKee,"Las Vegas, Nevada, USA",Welterweight Bout,Alex Morono,36,21,26,42,6,5,21,36,6,22,29,9,3,7,22,6,1,9,12,1,0,3,9,1,81,146,286,179,98,140,146,81,0,0,7,9,9,9,2,0,9,7,0,3,3,3,3,0,3,0
474,2020-11-14,Decision - Split,3,5:00,Geraldo de Freitas,Tony Gravely,"Las Vegas, Nevada, USA",Bantamweight Bout,Tony Gravely,4,12,14,5,1,2,12,4,5,4,6,6,1,2,4,5,17,3,5,23,6,2,3,17,37,61,111,87,50,50,61,37,0,0,8,3,3,9,1,0,3,8,7,1,4,17,10,3,1,7
475,2020-11-14,Decision - Unanimous,3,5:00,Randa Markos,Kanako Murata,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Kanako Murata,5,10,12,7,2,2,10,5,1,9,10,3,2,1,9,1,17,1,1,18,1,0,1,17,24,12,36,36,12,24,12,24,0,0,0,7,13,0,0,6,7,0,4,0,0,9,5,0,0,4
476,2020-11-14,Decision - Unanimous,3,5:00,Kay Hansen,Cory McKenna,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Cory McKenna,0,15,15,0,0,0,15,0,5,11,13,7,2,2,11,5,3,2,2,3,0,0,2,3,56,47,89,136,80,42,47,56,0,0,1,5,6,1,0,1,5,1,0,2,5,1,1,3,2,0
477,2020-11-14,KO/TKO,2,1:32,Brendan Allen,Sean Strickland,"Las Vegas, Nevada, USA",Catch Weight Bout,Sean Strickland,2,11,14,2,0,3,11,2,4,1,2,6,2,1,1,4,0,0,0,0,0,0,0,0,90,28,63,157,67,35,28,90,0,1,2,12,13,2,0,1,12,2,1,0,0,1,0,0,0,1
